,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
1985,stakedzen,stzen,StakedZEN,https://assets.coingecko.com/coins/images/14506/large/stZEN-200px.png?1616573926,81.33,1307545.0,1986.0,1708015656.0,0.0,81.33,81.33,0.0,0.0,,,16076.22044141,16076.22044141,21000000.0,161.64,-49.68081,2021-05-08T20:54:42.791Z,42.45,91.61537,2021-03-27T02:18:52.173Z,,2021-10-06T20:42:40.106Z
1986,mm-token,mm,MM Token,https://assets.coingecko.com/coins/images/13302/large/MM.jpg?1607315862,2.99,1303631.0,1987.0,,5442.18,3.25,2.99,-0.182617492901,-5.75276,-75960.64451844362,-5.50602,435732.59955189034,721704.0,,45.52,-93.42766,2021-02-13T04:51:40.269Z,1.91,56.43867,2021-01-01T03:08:01.467Z,,2021-10-10T19:10:20.809Z
1987,wrapped-origin-axie,woa,Wrapped Origin Axie,https://assets.coingecko.com/coins/images/12732/large/WOA_logo.png?1602116474,9301.47,1302205.0,1988.0,1302205.0,0.0,,,,,,,140.0,140.0,140.0,12867.48,-27.71337,2021-08-01T13:16:35.656Z,326.56,2748.32518,2020-11-10T04:25:50.064Z,,2021-10-04T10:39:36.322Z
1988,catex-token,catt,Catex Token,https://assets.coingecko.com/coins/images/6353/large/catex.png?1548733307,0.00146852,1293327.0,1989.0,,2791.09,0.00149966,0.00145645,4.33e-06,0.29595,9558.84,0.74459,880699417.962718,1904234281.0,,0.01598819,-90.81459,2021-02-01T00:31:50.789Z,1.767e-05,8213.04119,2020-09-08T10:41:38.766Z,,2021-10-10T20:04:43.087Z
1989,secure-pad,sepa,Secure Pad,https://assets.coingecko.com/coins/images/14740/large/OJmHLHXb_400x400.png?1618004962,5.66,1293044.0,1990.0,,0.0,5.79,5.66,-0.126588275642,-2.18608,-28898.710858127102,-2.18608,228289.0,350000.0,,81.6,-93.0591,2021-04-11T22:29:32.564Z,3.71,52.49211,2021-07-20T05:11:58.741Z,,2021-10-10T18:28:31.358Z
1990,future-of-finance-fund,fff,Future Of Finance Fund,https://assets.coingecko.com/coins/images/15761/large/xg1NFl0.png?1621825451,115.59,1289712.0,1991.0,,13649.67,118.33,115.45,-0.820988068037,-0.70522,-19658.939490032615,-1.5014,11157.1772059625,11157.1772059625,,130.21,-11.22553,2021-09-06T19:27:08.292Z,61.34,88.44757,2021-07-20T10:51:36.469Z,,2021-10-10T19:03:55.271Z
1991,uranus,urac,Uranus,https://assets.coingecko.com/coins/images/4683/large/Leood48Z_400x400.jpg?1563118461,0.00060795,1285822.0,1992.0,,3156.28,0.00079951,0.00059951,-0.000164024478,-21.24739,-289581.9200149183,-18.38144,2058315413.0004444,3500000000.0,,0.03888938,-98.39366,2020-03-14T18:45:20.500Z,8.239e-05,658.26061,2021-01-18T11:18:25.469Z,"{'times': -0.9662249785885948, 'currency': 'usd', 'percentage': -96.62249785885949}",2021-10-10T20:12:42.924Z
1992,defisocial,dfsocial,DefiSocial,https://assets.coingecko.com/coins/images/13538/large/DEPI.png?1617093782,204.93,1278141.0,1993.0,,12405.15,208.05,201.18,0.487903,0.23866,3043.1,0.23866,6237.099684280597,21000.0,,1348.76,-84.80639,2021-04-26T16:11:42.280Z,71.18,187.89206,2021-01-30T12:57:59.468Z,,2021-10-10T19:51:30.322Z
1993,veros,vrs,Veros,https://assets.coingecko.com/coins/images/539/large/vrs_logo.png?1583913100,1.3,1273966.0,1994.0,,0.0,,,,,,,979327.341709,2637650.800318,,8.95,-85.47185,2021-01-30T09:14:39.104Z,1.088e-05,11956205.46825,2017-10-28T00:00:00.000Z,,2021-09-02T11:18:20.626Z
1994,energy-ledger,elx,Energy Ledger,https://assets.coingecko.com/coins/images/13648/large/EnergyLedger200x200.png?1626267942,0.00939739,1266301.0,1995.0,,5289.46,0.00960464,0.00922632,2.234e-05,0.23833,3010.78,0.23833,134750263.75690126,714000000.0,,0.03500223,-73.15202,2021-01-14T00:59:50.395Z,0.00514128,82.78332,2021-06-26T09:04:36.950Z,,2021-10-10T17:28:15.865Z
1995,twindex,twx,Twindex,https://assets.coingecko.com/coins/images/18289/large/TWX.png?1631526802,0.054058,1266034.0,1996.0,,9695.14,0.057443,0.04901223,0.00110871,2.0939,31049.0,2.51412,23419774.8606702,28935738.0,,0.485229,-88.85922,2021-09-18T04:00:43.661Z,0.01604521,236.91244,2021-10-02T03:25:13.155Z,,2021-10-10T19:09:35.438Z
1996,myx-network,myx,MYX Network,https://assets.coingecko.com/coins/images/12128/large/oKkmWEt.png?1597395102,0.00148915,1263535.0,1997.0,,0.0,0.00148915,0.00148915,0.0,0.0,,,848493216.3221312,853946392.920657,,0.00967905,-84.6147,2020-08-20T03:44:30.093Z,0.0001598,831.91244,2020-12-08T05:34:58.344Z,,2021-10-08T19:23:59.953Z
1997,lendefi,ldfi,Lendefi,https://assets.coingecko.com/coins/images/17990/large/lendefi.jpg?1630040747,0.00025605,1263374.0,1998.0,2560523.0,976.36,0.00026242,0.00025503,-4.95785e-06,-1.89949,-23407.233662985265,-1.81905,4934047017.144423,9984787244.40621,10000000000.0,0.00063002,-59.35836,2021-08-28T07:00:10.483Z,0.00022478,13.91076,2021-10-08T14:31:36.998Z,,2021-10-10T18:57:10.296Z
1998,mywish,wish,MyWish,https://assets.coingecko.com/coins/images/1267/large/mywish.jpg?1547035291,0.132331,1263319.0,1999.0,,1479.4,0.139533,0.12442,-0.006701079892,-4.8198,-406762.1417623667,-24.35583,9546650.62357825,9546650.62357825,,2.14,-93.81523,2018-01-10T00:00:00.000Z,0.00034687,38050.39228,2020-03-05T13:35:10.904Z,"{'times': -0.4246472107084961, 'currency': 'usd', 'percentage': -42.464721070849606}",2021-10-10T19:47:05.116Z
1999,auxilium,aux,Auxilium,https://assets.coingecko.com/coins/images/5533/large/auxilium.png?1547041314,0.00920593,1263218.0,2000.0,,72806.0,0.00930653,0.00867895,1.55e-06,0.01679,-18336.275483248988,-1.43078,137900578.11109,300000000.0,,0.44937,-97.96151,2018-08-28T13:55:10.510Z,0.00075232,1117.62156,2019-11-16T13:45:08.706Z,,2021-10-10T20:12:42.817Z
2000,cryptobulls-token,cbt,Cryptobulls Token,https://assets.coingecko.com/coins/images/17339/large/D8582-F43-E403-4-CB2-AA89-CD2-E87-EA838-D.png?1627356090,1.2582e-08,1258237.0,2002.0,1258237.0,9784.79,1.2742e-08,1.1861e-08,7.21e-10,6.08002,64790.0,5.42878,100000000000000.0,100000000000000.0,100000000000000.0,2.0828e-08,-39.59401,2021-07-27T13:03:59.840Z,7.784e-09,61.62643,2021-09-21T21:19:12.570Z,,2021-10-10T20:11:13.128Z
2001,snetwork,snet,Snetwork,https://assets.coingecko.com/coins/images/5382/large/snetwork.png?1548609904,0.00508515,1257952.0,2003.0,,16985.0,0.00539987,0.0050396,-5.9894951e-05,-1.16413,55265.0,4.59516,234654585.6443182,1000000000.0,,0.053809,-90.12174,2018-08-26T20:40:28.963Z,0.00209894,153.23995,2020-11-24T01:09:20.529Z,,2021-10-10T20:13:45.336Z
2002,name-changing-token,nct,Name Change Token,https://assets.coingecko.com/coins/images/13826/large/hashmasks-nct.png?1612879286,0.03245655,1257306.0,2001.0,,96487.0,0.03379117,0.03068002,0.00092214,2.92423,62197.0,5.20426,39376061.392708346,50055030.7987268,,0.518555,-93.79974,2021-02-01T23:56:58.959Z,0.01491654,115.54467,2021-07-20T16:37:47.391Z,,2021-10-10T20:12:33.073Z
2003,alliance-fan-token,all,Alliance Fan Token,https://assets.coingecko.com/coins/images/13841/large/Alliance-10.png?1612260098,1.24,1242537.0,2005.0,,67910.0,1.32,1.22,-0.05559831988,-4.28635,-50938.49827328883,-3.93811,1000832.0,5000000.0,,7.62,-83.53372,2021-03-13T02:49:28.588Z,0.681844,84.06418,2021-06-26T10:51:04.124Z,,2021-10-10T20:09:24.366Z
2004,pepegold,peps,PEPS Coin,https://assets.coingecko.com/coins/images/3719/large/logo512x512.png?1547038752,0.01993692,1239444.0,2006.0,,0.00058911,0.02204475,0.02014534,-0.002019656803,-9.19842,-127967.99018334202,-9.35841,62168303.5461915,75000000.0,,0.04599481,-56.65399,2021-04-06T19:19:38.504Z,7.158e-05,27751.67319,2019-12-11T16:09:28.769Z,,2021-10-10T18:53:02.168Z
2005,minikishu,MINIKISHU,MINIKISHU,https://assets.coingecko.com/coins/images/18788/large/7BrFsOB.png?1633417207,2.48e-06,1237737.0,2004.0,,158209.0,3.7e-06,2.49e-06,-3.57878e-07,-12.63091,-149504.43523773598,-10.77711,500000000000.0,500000000000.0,,3.88e-06,-35.205,2021-10-05T07:46:54.558Z,1.71e-06,47.13458,2021-10-06T13:13:09.678Z,,2021-10-10T20:13:30.219Z
2006,spherium,sphri,Spherium,https://assets.coingecko.com/coins/images/17787/large/Group_15.png?1629252159,0.14465,1234278.0,2007.0,14465002.0,15696.98,0.155228,0.144197,-0.008704894504,-5.67631,-71208.7299091206,-5.45457,8532859.0,8532859.0,100000000.0,0.759472,-80.96104,2021-08-18T13:12:12.732Z,0.144197,0.27665,2021-10-10T17:29:52.555Z,,2021-10-10T20:09:04.647Z
2007,twinci,twin,Twinci,https://assets.coingecko.com/coins/images/14897/large/Full.png?1618916844,0.615893,1231786.0,2010.0,,78349.0,1.05,0.603768,-0.042995610271,-6.52547,-83188.48819145188,-6.32624,2000000.0,5000000.0,,11.28,-94.55553,2021-07-29T06:45:25.039Z,0.488816,25.67106,2021-09-11T11:20:54.588Z,,2021-10-10T20:10:29.265Z
2008,nix-platform,nix,NIX,https://assets.coingecko.com/coins/images/5110/large/nix-logo.png?1547040502,0.02393506,1230846.0,2008.0,,109816.0,0.02648803,0.02368918,8.14e-06,0.03401,25517.0,2.11699,49238466.326487,102000000.0,,6.83,-99.63385,2018-09-07T12:06:11.817Z,0.01556798,60.57086,2021-07-11T04:53:11.413Z,,2021-10-10T20:12:42.831Z
2009,ties-network,tie,Ties.DB,https://assets.coingecko.com/coins/images/1142/large/ties-network.jpg?1547035148,0.02996969,1223392.0,2009.0,,0.02996969,,,,,,,40820991.55838968,59251278.0,,0.707717,-95.7653,2018-01-14T00:00:00.000Z,0.00049201,5991.2373,2020-12-04T07:32:24.828Z,"{'times': -0.8751262965639279, 'currency': 'usd', 'percentage': -87.51262965639279}",2021-10-08T15:00:39.169Z
2010,sav3,sav3,SAV3,https://assets.coingecko.com/coins/images/13132/large/sav3_logo.png?1605536471,0.056728,1222667.0,2011.0,,0.0,0.056728,0.056569,0.00015914,0.28132,,,21553174.53307862,26734226.1035302,,0.296556,-80.8711,2020-11-16T21:14:12.126Z,0.03184582,78.13299,2021-07-20T04:30:19.069Z,,2021-10-06T04:48:12.822Z
2011,bitdegree,bdg,BitDegree,https://assets.coingecko.com/coins/images/1653/large/bitdegree.jpg?1547035900,0.00317152,1219643.0,2012.0,,0.285066,0.00314779,0.00304967,7.814e-05,2.52615,30051.0,2.52615,384560931.030845,660000000.0,,0.145736,-97.8238,2018-02-04T00:07:22.318Z,4.226e-05,7404.85905,2019-10-26T18:24:40.233Z,"{'times': -0.9603559783687484, 'currency': 'usd', 'percentage': -96.03559783687484}",2021-10-10T19:28:35.162Z
2012,ultralpha,uat,UltrAlpha,https://assets.coingecko.com/coins/images/9300/large/UltrAlpha.png?1565882277,0.03993421,1214390.0,2013.0,,21311.0,0.04000741,0.03230318,0.00763103,23.62315,195426.0,19.17888,30420110.4119,158123346.1935,,0.701425,-94.30864,2021-06-26T18:35:57.401Z,0.00680032,487.04082,2020-09-11T10:17:14.300Z,"{'times': -0.5301857394137577, 'currency': 'usd', 'percentage': -53.01857394137576}",2021-10-10T20:09:32.705Z
2013,buysell,bull,BuySell,https://assets.coingecko.com/coins/images/6425/large/BuySell.png?1576466178,0.240943,1213671.0,2014.0,,15.71,0.232385,0.231576,0.00936627,4.04457,74312.0,6.52223,5037176.5172,100000000.0,,50.08,-99.51884,2019-12-18T14:37:50.319Z,0.00053583,44866.60984,2019-06-05T00:00:00.000Z,,2021-10-10T18:47:20.441Z
2014,ethverse,ethv,Ethverse,https://assets.coingecko.com/coins/images/12076/large/logo_%2888%29.png?1596751504,0.11128,1211016.0,2015.0,,106351.0,0.115198,0.082472,0.02545991,29.66662,282872.0,30.47717,10909826.423216825,40000000.0,,1.16,-90.45551,2020-08-20T23:33:29.387Z,0.00191599,5703.27888,2021-07-14T04:43:08.554Z,,2021-10-10T20:12:00.574Z
2015,moontools,moons,MoonTools,https://assets.coingecko.com/coins/images/12793/large/moontools-token-logo.png?1602588060,30.84,1210102.0,2016.0,1541944.0,4664.68,31.96,31.36,-0.785125474882,-2.48269,-37985.6532602699,-3.04351,39239.5,50000.0,50000.0,217.64,-85.83007,2021-04-10T04:10:15.829Z,2.94,950.14605,2020-11-02T14:17:09.485Z,,2021-10-10T18:28:35.053Z
2016,polkaparty,polp,PolkaParty,https://assets.coingecko.com/coins/images/17867/large/mmPDjgM.jpeg?1629691729,0.050462,1203014.0,2017.0,10092375.0,181630.0,0.052602,0.050189,0.00027259,0.54312,6498.46,0.54312,23840049.735260293,200000000.0,200000000.0,0.148332,-66.02347,2021-10-07T01:47:54.761Z,0.04573791,10.18902,2021-09-24T06:48:27.484Z,,2021-10-10T20:09:25.558Z
2017,dav,dav,DAV Network,https://assets.coingecko.com/coins/images/2842/large/DAV-Network-logo.jpg?1547037011,0.00172788,1199826.0,2018.0,,1006439.0,0.00259347,0.00172154,-0.000842283933,-32.77166,-593467.4804070839,-33.09371,693650812.773507,1380276937.0,,0.01829454,-90.53755,2018-09-03T22:06:42.561Z,3.751e-05,4514.61054,2020-11-22T07:31:17.985Z,"{'times': -0.9951128670345649, 'currency': 'eth', 'percentage': -99.51128670345649}",2021-10-10T20:10:51.007Z
2018,polka-city,polc,Polkacity,https://assets.coingecko.com/coins/images/14066/large/vykih1Nq_400x400.png?1614130959,0.137046,1194997.0,2019.0,,649153.0,0.14234,0.128214,0.00674895,5.17968,55329.0,4.85484,8707014.321415,250000000.0,,2.11,-93.49189,2021-03-16T17:56:20.942Z,0.04828509,184.06933,2021-07-20T17:51:05.682Z,,2021-10-10T20:14:27.869Z
2019,kampay,kampay,Kampay,https://assets.coingecko.com/coins/images/8289/large/6130e86152bdb07e2848de00_200_4x.png?1630738336,0.00591235,1192897.0,2020.0,,179601.0,0.00690079,0.00590095,-0.00048870737,-7.63479,-168775.08430894022,-12.3947,200478020.85786203,1000000000.0,,7.2,-99.91717,2019-06-26T18:48:31.950Z,0.00378491,57.57921,2021-07-25T06:00:59.221Z,,2021-10-10T20:13:46.499Z
2020,menlo-one,one,Menlo One,https://assets.coingecko.com/coins/images/3947/large/menlo-one.png?1547038971,0.00280369,1188558.0,2021.0,,737.32,0.00289537,0.00274299,-9.1678079e-05,-3.16637,-38864.78675369476,-3.16637,423926714.9166361,1000000000.0,,0.107536,-97.39279,2021-06-07T14:48:03.394Z,3.209e-05,8638.21635,2020-05-31T21:34:43.350Z,"{'times': -0.8415995552574894, 'currency': 'usd', 'percentage': -84.15995552574894}",2021-10-10T14:26:49.925Z
2021,shield-protocol,shield,Shield Protocol,https://assets.coingecko.com/coins/images/13952/large/200X200_%2811%29.png?1613251312,5.04,1182446.0,2022.0,,25957.0,5.13,4.56,-0.07686710925,-1.50367,70232.0,6.31457,234499.7784160956,1000000.0,,30.66,-83.55183,2021-02-19T16:14:44.017Z,2.66,89.60366,2021-05-23T14:24:47.597Z,,2021-10-10T20:11:45.093Z
2022,parachute,par,Parachute,https://assets.coingecko.com/coins/images/7590/large/Parachute_Logo.png?1560918207,0.00187368,1179720.0,2023.0,,88434.0,0.00393255,0.00179351,-0.001559449379,-45.42359,-983647.0303988445,-45.46833,629628334.0,999628334.0,,0.03307398,-94.33678,2021-04-10T04:33:54.876Z,3.975e-05,4612.20753,2019-03-03T00:00:00.000Z,,2021-10-10T20:07:53.192Z
2023,fera,fera,Fera,https://assets.coingecko.com/coins/images/12143/large/IMG_20200908_085545_557.jpg?1599563732,0.00775353,1179400.0,2024.0,,1548.14,0.0077991,0.00767431,2.39e-05,0.30923,5359.04,0.45646,152111413.5580134,300000000.0,,0.03493264,-77.80435,2021-04-16T02:46:12.739Z,0.00038557,1910.95115,2020-11-16T03:15:57.834Z,,2021-10-10T10:52:39.961Z
2024,defit,defit,Digital Fitness,https://assets.coingecko.com/coins/images/14699/large/Defit.png?1623738365,0.073139,1174820.0,2025.0,3656960.0,29488.0,0.078544,0.071589,-0.003635584675,-4.73539,-63450.06547381333,-5.12409,16062793.332030796,50000000.0,50000000.0,1.28,-94.2781,2021-04-08T23:09:37.504Z,0.03033849,141.07728,2021-07-20T02:29:17.937Z,,2021-10-10T19:49:28.740Z
2025,hashcoin,hsc,HashCoin,https://assets.coingecko.com/coins/images/4989/large/hashfuture-logo.png?1531741876,3.189e-05,1169572.0,2026.0,,27402.0,3.237e-05,2.914e-05,1.88e-06,6.27223,71434.0,6.50506,37414999962.0,50000000000.0,,0.00260702,-98.80095,2018-07-18T02:07:49.522Z,1.412e-05,121.33083,2021-01-13T01:46:18.305Z,,2021-10-10T20:08:52.637Z
2026,electrify-asia,elec,Electrify.Asia,https://assets.coingecko.com/coins/images/3415/large/d45b1d82743c749d05697da200179874.jpg?1547038096,0.00220248,1164097.0,2027.0,,347996.0,0.00269137,0.00122938,0.0008191,59.21009,463091.0,66.06093,534360133.8,749999996.0,,0.205302,-98.93849,2018-04-27T10:05:01.226Z,0.00022927,850.52473,2020-04-14T02:04:29.442Z,"{'times': -0.9724689729630637, 'currency': 'usd', 'percentage': -97.24689729630637}",2021-10-10T20:08:53.457Z
2027,internxt,inxt,Internxt,https://assets.coingecko.com/coins/images/986/large/round.png?1602484873,1.82,1147472.0,2028.0,,176053.0,1.99,1.72,-0.136935702796,-6.98734,37069.0,3.33833,629499.54290187,1119294.54291701,,47.25,-96.14205,2021-04-01T02:59:05.412Z,0.0,1.993197027262052e+47,2021-08-13T06:18:53.360Z,"{'times': 0.8047847566696198, 'currency': 'usd', 'percentage': 80.47847566696198}",2021-10-10T20:03:15.184Z
2028,otcbtc-token,otb,OTCBTC Token,https://assets.coingecko.com/coins/images/5246/large/otcbtc-token.jpg?1547040734,0.01597237,1145236.0,2029.0,,14598.38,0.01653292,0.01550467,0.00038743,2.48591,30169.0,2.70559,71612735.42,199470887.0,,0.134153,-88.0792,2018-08-01T17:02:51.344Z,0.00017582,8995.5153,2020-03-02T15:42:51.868Z,,2021-10-10T20:09:22.030Z
2029,lien,lien,Lien,https://assets.coingecko.com/coins/images/12224/large/Lien.png?1598262819,3.2,1141096.0,2030.0,3215494.0,165561.0,3.3,3.14,-0.008780397239,-0.27366,3301.4,0.29016,354874.25822865,1000000.0,1000000.0,956.78,-99.66312,2020-09-02T01:41:04.588Z,2.94,9.6435,2021-08-09T01:18:45.485Z,,2021-10-10T20:14:25.049Z
2030,lightstreams,pht,Lightstreams Photon,https://assets.coingecko.com/coins/images/4092/large/Lightstreams-Photon.png?1563892247,0.02348463,1138428.0,2031.0,,2267.93,0.02512657,0.02021113,-0.00146173482,-5.85951,-77542.56551299337,-6.37701,48408133.0,300000000.0,,0.203842,-88.46299,2020-05-17T18:08:57.162Z,2.087e-05,112582.05697,2019-11-22T10:19:01.051Z,"{'times': -0.8434358121319373, 'currency': 'usd', 'percentage': -84.34358121319373}",2021-10-10T20:09:08.577Z
2031,dragonbite,bite,DragonBite,https://assets.coingecko.com/coins/images/16386/large/dragonbite.PNG?1623893567,0.00496037,1137558.0,2032.0,,4486.54,0.0050515,0.00492139,-1.244177e-05,-0.2502,-2853.259508143878,-0.2502,229329074.87332034,1000000000.0,,0.03458626,-85.65796,2021-06-17T16:27:07.336Z,0.00473505,4.75869,2021-10-02T08:56:45.602Z,,2021-10-10T19:40:08.197Z
2032,calicoin,cali,CaliCoin,https://assets.coingecko.com/coins/images/14998/large/cropped-Logo-transparent-background-1.png?1619392357,0.03787117,1136135.0,2034.0,,148741.0,0.03802237,0.03773023,8.469e-05,0.22412,5307.05,0.46931,30000000.0,100000000.0,,0.03895898,-2.98073,2021-10-01T10:42:33.382Z,0.01637921,130.76638,2021-04-27T06:49:24.466Z,,2021-10-10T20:11:00.301Z
2033,reverse,rvrs,Reverse,https://assets.coingecko.com/coins/images/18109/large/AezG5si_%281%29.png?1632900542,0.00119558,1136106.0,2033.0,1195585.0,24.1,0.00122358,0.00115953,2.466e-05,2.10582,23431.0,2.10582,950251456.6998,950251456.6998,1000000000.0,0.00145527,-17.84455,2021-09-04T23:22:01.073Z,0.00084198,41.99711,2021-10-04T22:44:15.629Z,,2021-10-10T17:49:12.757Z
2034,totemfi,totm,TotemFi,https://assets.coingecko.com/coins/images/14680/large/TOTM.png?1617721704,0.212508,1129483.0,2035.0,2125080.0,13947.77,0.21523,0.199667,0.01169712,5.82494,62170.0,5.82494,5315015.0,10000000.0,10000000.0,27.21,-99.21898,2021-04-06T16:35:54.260Z,0.097777,117.33928,2021-07-13T15:08:30.818Z,,2021-10-10T19:51:00.541Z
2035,vid,vi,Vid,https://assets.coingecko.com/coins/images/10978/large/VI.png?1614827801,0.04403745,1127281.0,2036.0,,849.63,0.07273,0.07273,-0.028692929451,-39.45109,-732023.9450988157,-39.37084,25598231.21539181,888888888.0,,0.938503,-95.30769,2020-07-25T13:52:10.896Z,0.00700085,529.03039,2020-05-17T17:29:08.974Z,,2021-10-10T04:29:38.715Z
2036,somee-advertising-token,sat,SoMee Advertising Token,https://assets.coingecko.com/coins/images/16040/large/SoMee.png?1622683511,0.00923929,1123841.0,2037.0,9239289.0,8428.51,0.01005428,0.00932057,-0.00081498615,-8.10587,-96715.87735027168,-7.92391,121637198.45877145,1000000000.0,1000000000.0,0.066554,-86.11751,2021-06-03T01:33:57.118Z,0.00472285,95.62952,2021-09-28T01:51:42.572Z,,2021-10-10T18:55:37.081Z
2037,tapmydata,tap,Tapmydata,https://assets.coingecko.com/coins/images/13942/large/TMD_Icon.png?1617788995,0.080442,1123227.0,2038.0,,1385464.0,0.081469,0.071784,-0.000997025025,-1.22426,-13921.692580392819,-1.22426,13963232.8421158,100000000.0,,0.954734,-91.57443,2021-03-28T16:58:38.908Z,0.052557,53.05621,2021-06-25T23:23:05.468Z,,2021-10-10T19:03:02.246Z
2038,localcoinswap,lcs,LocalCoinSwap,https://assets.coingecko.com/coins/images/3998/large/LocalCoinSwap.png?1547039086,0.02935688,1122961.0,2039.0,,95.44,0.02978461,0.02447531,-0.000372384875,-1.25259,-10573.491125028348,-0.93279,38252070.55,72732420.0,,0.217486,-86.50171,2018-08-13T20:13:32.598Z,0.00226518,1196.00453,2020-03-17T06:37:46.882Z,"{'times': -0.9266078075021207, 'currency': 'usd', 'percentage': -92.66078075021207}",2021-10-10T19:16:54.107Z
2039,bartertrade,bart,BarterTrade,https://assets.coingecko.com/coins/images/12142/large/200x200-transparent.png?1606958206,0.01212711,1117413.0,2041.0,,347744.0,0.01272029,0.01183771,0.00022307,1.87387,17257.21,1.56861,92074356.89,240000000.0,,0.144008,-91.63286,2021-05-14T23:44:52.488Z,0.00912789,32.00567,2021-10-01T03:34:15.031Z,,2021-10-10T20:14:08.908Z
2040,bonfi,bnf,BonFi,https://assets.coingecko.com/coins/images/12862/large/bonfi_logo.png?1603114422,0.00399021,1117131.0,2040.0,,118564.0,0.00432044,0.00394543,-0.000252267408,-5.94623,-80569.17106535053,-6.72699,281166343.59228194,962499999.0,,0.050887,-92.17688,2021-04-06T14:14:38.439Z,0.0006473,515.00864,2020-11-20T11:40:11.923Z,,2021-10-10T20:14:29.669Z
2041,zeedex,zdex,Zeedex,https://assets.coingecko.com/coins/images/12412/large/Untitled-design-4.png?1599647173,0.229225,1116548.0,2042.0,,1772.6,0.314186,0.212955,0.01626937,7.6398,-51959.81965075387,-4.44668,4870975.0,10000000.0,,2.88,-92.04873,2021-03-02T09:56:55.877Z,0.04479547,411.71399,2020-10-06T13:14:57.877Z,,2021-10-10T18:54:36.040Z
2042,banca,banca,Banca,https://assets.coingecko.com/coins/images/2795/large/banca.png?1547036972,6.227e-05,1116211.0,2043.0,,475.56,8.882e-05,5.395e-05,-2.6494618e-05,-29.84951,89699.0,8.73828,17926481683.56437,20000000000.0,,0.00571418,-98.91032,2018-04-29T02:49:49.168Z,6.79e-06,817.16183,2019-10-30T17:44:10.231Z,"{'times': -0.9688669786753744, 'currency': 'usd', 'percentage': -96.88669786753744}",2021-10-10T19:34:01.333Z
2043,donut,donut,Donut,https://assets.coingecko.com/coins/images/7538/large/Donut.png?1548234345,0.00757526,1114246.0,2044.0,,2342.37,0.00809715,0.00738562,2.831e-05,0.37513,-9595.299667180052,-0.8538,148152623.350281,148152623.350281,,0.093022,-91.91488,2021-01-29T21:03:33.774Z,2.839e-05,26392.26181,2021-01-26T22:35:39.188Z,,2021-10-10T20:12:07.821Z
2044,rare,rare,Rare,https://assets.coingecko.com/coins/images/12868/large/rare_logo.png?1603170092,0.156773,1111872.0,2046.0,,1389.78,0.169823,0.165362,-0.01305029628,-7.68463,-91366.92403264786,-7.59341,7092234.8251,10000000.0,,0.590866,-73.46721,2021-08-27T12:50:42.552Z,0.00960874,1531.56893,2021-03-14T07:48:14.281Z,,2021-10-10T19:51:40.987Z
2045,maticpad,matpad,MaticPad,https://assets.coingecko.com/coins/images/16419/large/Matic-Pad-Logoicon-Purple200x200.jpg?1623983140,0.052444,1104325.0,2047.0,,10934.33,0.053222,0.04864727,-5.0263424e-05,-0.09575,1270.91,0.11522,21057406.0,600000000.0,,0.390745,-86.57858,2021-06-18T21:59:20.806Z,0.03471124,51.08512,2021-08-29T04:20:11.879Z,,2021-10-10T19:57:44.380Z
2046,cotrader,cot,CoTrader,https://assets.coingecko.com/coins/images/4205/large/logo_black.png?1547039508,5.847e-05,1104272.0,2048.0,,977.62,5.84e-05,4.896e-05,8.49e-06,16.99749,160430.0,16.99749,18886520618.311684,20000000000.0,,0.00168041,-96.52057,2021-03-29T03:46:34.074Z,7.45752e-07,7740.24393,2020-10-06T09:44:50.594Z,"{'times': -0.9768562666680229, 'currency': 'eth', 'percentage': -97.6856266668023}",2021-10-10T19:55:56.831Z
2047,polkacipher,cphr,PolkaCipher,https://assets.coingecko.com/coins/images/17185/large/polka_logo.png?1626820864,0.01784501,1101992.0,2045.0,17845009.0,201794.0,0.01993494,0.0175346,-0.001283475789,-6.70976,-77569.16880520247,-6.57611,61753500.02513323,1000000000.0,1000000000.0,0.061744,-71.0189,2021-07-27T15:59:46.895Z,0.01308401,36.76214,2021-09-08T08:27:49.777Z,,2021-10-10T20:11:53.079Z
2048,ac-exchange-token,acxt,ACDX Exchange Token,https://assets.coingecko.com/coins/images/13293/large/ACDX_Original_05.png?1607064933,0.097565,1101802.0,2049.0,4721150.0,4999.03,0.123875,0.069635,-0.020907193507,-17.6473,-244266.0386152533,-18.14663,11292973.494,48389659.0,48389659.0,1.36,-92.82745,2020-12-04T09:50:13.230Z,0.04837785,101.67346,2021-08-31T06:28:46.163Z,,2021-10-10T17:34:17.749Z
2049,hodltree,htre,HodlTree,https://assets.coingecko.com/coins/images/12511/large/htre.jpg?1600373697,0.258282,1101480.0,2050.0,25828234.0,0.0,,,,,,,4264634.611114826,100000000.0,100000000.0,1.16,-77.66442,2020-09-17T20:44:06.363Z,0.051084,405.60209,2020-12-10T18:59:41.563Z,,2021-09-26T09:32:23.564Z
